Date,RSI,MACD
2020-01-02,0.7626898336639564,0.6730365870293396
2020-01-03,0.7626898336639564,0.6764308720099389
2020-01-06,0.7626898336639564,0.6747889361417068
2020-01-07,0.7626898336639564,0.6847705147402287
2020-01-08,0.7626898336639564,0.6900890518937712
2020-01-09,0.7626898336639564,0.6987189094011459
2020-01-10,0.7626898336639564,0.7131601518004648
2020-01-13,0.7626898336639564,0.7238594197928313
2020-01-14,0.7626898336639564,0.7371094581075157
2020-01-15,0.7626898336639564,0.7506283138450849
2020-01-16,0.7626898336639564,0.7666506819176705
2020-01-17,0.7626898336639564,0.7749006143571279
2020-01-20,0.7626898336639564,0.7792561296939431
2020-01-21,0.7626898336639564,0.7779059592761899
2020-01-22,0.7948304531438183,0.7833098602881192
2020-01-23,0.7838241035860247,0.7868395656075141
2020-01-24,0.855095958351228,0.791623495745177
2020-01-28,0.7053251295499345,0.7867579396572647
2020-01-29,0.7610044566506736,0.7863072272107097
2020-01-30,0.7694785093309212,0.7912150406022445
2020-01-31,0.7097171945918079,0.7922925656598415
2020-02-03,0.6415979838893725,0.7861732321005189
2020-02-04,0.5808922543264242,0.7781950492921628
2020-02-05,0.4687179920287849,0.7626154680560462
2020-02-06,0.4795044445409014,0.7568874340054341
2020-02-07,0.5456518379625774,0.7559434882507097
2020-02-10,0.5203462555953081,0.7504701285296838
2020-02-11,0.575479935065901,0.7484569344171024
2020-02-12,0.6811779497820288,0.7733322813983435
2020-02-13,0.6962123860358358,0.7960200907968416
2020-02-14,0.7436914841246985,0.830233592971037
2020-02-17,0.708756075399087,0.8431703031464146
2020-02-18,0.7136689947911163,0.8576820249278794
2020-02-19,0.5781722577606685,0.8477657402267667
2020-02-20,0.5860413368588422,0.8381632029897629
2020-02-21,0.6419389563550528,0.8362570953209778
2020-02-24,0.6178103704514012,0.8265097212735935
2020-02-25,0.6113390673895419,0.8077304694454802
2020-02-26,0.5311071297800847,0.7800365346741929
2020-02-27,0.48366891114865945,0.7498574632955336
2020-02-28,0.42453771652256816,0.7044191750186148
2020-03-02,0.3822172825435397,0.65812103812948
2020-03-03,0.22621165672884086,0.6112821366612611
2020-03-04,0.17596430500869298,0.5595013852581363
2020-03-05,0.06215524879818036,0.5173845391752243
2020-03-06,0.05487183607613957,0.46390064638737843
2020-03-09,0.0,0.38664884447282266
2020-03-10,0.18046460230132919,0.3626989473410386
2020-03-11,0.1428212937305851,0.30902914897550815
2020-03-12,0.08821521722987752,0.2285814620308388
2020-03-13,0.17541213178119625,0.1962721244398108
2020-03-16,0.14675782863814796,0.12397772107349081
2020-03-17,0.29775810922111196,0.13611182215623518
2020-03-18,0.2792082315035749,0.122609727415534
2020-03-19,0.2770060876068606,0.0946227927273543
2020-03-20,0.2787022234411681,0.07107788249491898
2020-03-23,0.25369966714646053,0.0148916374604523
2020-03-24,0.30234390052659094,0.0
2020-03-25,0.3689007001145712,0.03862858148940773
2020-03-26,0.3844438950268106,0.07138663419053848
2020-03-27,0.38914369699571083,0.07122835288006357
2020-03-30,0.4112337575816262,0.127613813738494
2020-03-31,0.43285594637713026,0.16119255331969395
2020-04-01,0.5008414146469437,0.20793695975598253
2020-04-02,0.44353427732987655,0.23067873519753818
2020-04-03,0.4996613475021114,0.24461761336742305
2020-04-06,0.42940623802809796,0.2790497449283997
2020-04-07,0.46669039996015843,0.30578013841564117
